"subject_id" "activity_type" "timeseriesBodyAcc-Mean_X-axis" "timeseriesBodyAcc-Mean_Y-axis" "timeseriesBodyAcc-Mean_Z-axis" "timeseriesBodyAcc-Stdev_X-axis" "timeseriesBodyAcc-Stdev_Y-axis" "timeseriesBodyAcc-Stdev_Z-axis" "timeseriesGravityAcc-Mean_X-axis" "timeseriesGravityAcc-Mean_Y-axis" "timeseriesGravityAcc-Mean_Z-axis" "timeseriesGravityAcc-Stdev_X-axis" "timeseriesGravityAcc-Stdev_Y-axis" "timeseriesGravityAcc-Stdev_Z-axis" "timeseriesBodyAccJerk-Mean_X-axis" "timeseriesBodyAccJerk-Mean_Y-axis" "timeseriesBodyAccJerk-Mean_Z-axis" "timeseriesBodyAccJerk-Stdev_X-axis" "timeseriesBodyAccJerk-Stdev_Y-axis" "timeseriesBodyAccJerk-Stdev_Z-axis" "timeseriesBodyGyro-Mean_X-axis" "timeseriesBodyGyro-Mean_Y-axis" "timeseriesBodyGyro-Mean_Z-axis" "timeseriesBodyGyro-Stdev_X-axis" "timeseriesBodyGyro-Stdev_Y-axis" "timeseriesBodyGyro-Stdev_Z-axis" "timeseriesBodyGyroJerk-Mean_X-axis" "timeseriesBodyGyroJerk-Mean_Y-axis" "timeseriesBodyGyroJerk-Mean_Z-axis" "timeseriesBodyGyroJerk-Stdev_X-axis" "timeseriesBodyGyroJerk-Stdev_Y-axis" "timeseriesBodyGyroJerk-Stdev_Z-axis" "fourierseriesBodyAcc-Mean_X-axis" "fourierseriesBodyAcc-Mean_Y-axis" "fourierseriesBodyAcc-Mean_Z-axis" "fourierseriesBodyAcc-Stdev_X-axis" "fourierseriesBodyAcc-Stdev_Y-axis" "fourierseriesBodyAcc-Stdev_Z-axis" "fourierseriesBodyAccJerk-Mean_X-axis" "fourierseriesBodyAccJerk-Mean_Y-axis" "fourierseriesBodyAccJerk-Mean_Z-axis" "fourierseriesBodyAccJerk-Stdev_X-axis" "fourierseriesBodyAccJerk-Stdev_Y-axis" "fourierseriesBodyAccJerk-Stdev_Z-axis" "fourierseriesBodyGyro-Mean_X-axis" "fourierseriesBodyGyro-Mean_Y-axis" "fourierseriesBodyGyro-Mean_Z-axis" "fourierseriesBodyGyro-Stdev_X-axis" "fourierseriesBodyGyro-Stdev_Y-axis" "fourierseriesBodyGyro-Stdev_Z-axis"
"11" "2" "STANDING" 0.27323009962963 -0.0147977532074074 -0.107256979814815 -0.787454008888889 -0.642207884031481 -0.64589540292963 0.929406403703704 -0.240077042611111 0.0317729910351852 -0.978382400925926 -0.957300762037037 -0.939571002222222 0.0919005316574074 0.000717000912962963 -0.0310640988807037 -0.821050129444444 -0.788346694074074 -0.902821906296296 -0.004281896685 -0.104290808124074 0.0822343645611111 -0.837361837037037 -0.667107944259259 -0.821488297222222 -0.0989364172592593 -0.0379523449685185 -0.0511526233037037 -0.869421217222222 -0.877591250555556 -0.86536372537037 -0.801364181111111 -0.713005680431481 -0.790787923703704 -0.782957781111111 -0.631801875166667 -0.608895331262963 -0.831028023518519 -0.801042449444444 -0.893792248888889 -0.826743305185185 -0.788678217037037 -0.910427220740741 -0.814592146111111 -0.774141247592593 -0.804518096851852 -0.845930260925926 -0.618360957518518 -0.844038355555556
"12" "2" "LAYING" 0.234780479395833 -0.0435622452041667 -0.0852008280416667 -0.928994429791667 -0.827342672520833 -0.871429010091667 0.0365652194791667 0.52127522175 0.546022695395833 -0.917001667291667 -0.905886833916667 -0.912486646458333 0.0750482509583333 0.006415084668125 -0.00288108696291667 -0.94870194 -0.916124908958333 -0.955561061041667 -0.0316356673395833 -0.070051469175 0.111964238375 -0.893843550854167 -0.941378405833333 -0.916857421666667 -0.094924301375 -0.0491678606770833 -0.0638954874375 -0.929536048333333 -0.963843327708333 -0.958927424791667 -0.934417339583333 -0.8593074964375 -0.903542417291667 -0.927417260208333 -0.823735870520833 -0.865286228979167 -0.948536226458333 -0.916789154791667 -0.948672921875 -0.953681771041667 -0.921961136041667 -0.961312432708333 -0.872213128964583 -0.945145110208333 -0.91676453625 -0.901505578125 -0.939723345416667 -0.92493634875
"13" "3" "WALKING" 0.266426060551724 -0.0207023370410345 -0.107843389651724 0.0306176269637931 -0.0723305201787931 -0.248218140539655 0.897822080689655 -0.203549933827586 -0.22616747 -0.950908288793103 -0.933417098965517 -0.914797497413793 0.114554129191379 0.00911632517982758 -0.0142227199603448 -0.237145305241379 -0.359572284034483 -0.604393525172414 0.0483481221310345 -0.105672724177207 0.0170488511741379 -0.447532309810345 -0.49650370862069 -0.369713239465517 -0.137156082218966 -0.049003656935 -0.0521111837163793 -0.582943535 -0.643169904827586 -0.590124487758621 -0.112816201000517 -0.161924729098276 -0.372263943189655 0.0797450535275862 -0.087182781387931 -0.244084121315517 -0.324248309844828 -0.393356062068966 -0.57392549862069 -0.21790334847069 -0.366153363275862 -0.633552726724138 -0.389210057163793 -0.509004381034483 -0.380343604482759 -0.470479936086207 -0.493886415 -0.426874469224138
"14" "3" "WALKING_UPSTAIRS" 0.279512977627119 -0.0136687931271186 -0.109739334204576 -0.990469206271186 -0.951177865084746 -0.960852966949153 0.929396423220339 -0.256984464813559 0.0186001898135593 -0.98550766220339 -0.966046754237288 -0.960212197288136 0.0735179246949152 0.0034083479859322 -0.00414616143898305 -0.990499095254237 -0.978852322881356 -0.988736399322034 -0.027669894999661 -0.0702771306779661 0.0848331632372881 -0.976735245423729 -0.983440467118644 -0.977448529322034 -0.100515446254237 -0.0399281391355932 -0.0549820199830508 -0.985289117966102 -0.99239169220339 -0.987739577457627 -0.989801911355932 -0.95861046220339 -0.97290526440678 -0.990852931694915 -0.949801183389831 -0.956875969152542 -0.990818944915254 -0.97805441440678 -0.986663939322034 -0.990991139661017 -0.981635479830508 -0.98944095 -0.974880188644068 -0.985372004237288 -0.977282384576271 -0.977461722033898 -0.982512146949153 -0.979604643728814
"15" "3" "WALKING_DOWNSTAIRS" 0.281824368163265 -0.0188340038979592 -0.106142808408163 -0.189840651414898 -0.226628157279592 -0.396692839112245 0.892835280204082 -0.260284528020408 -0.17144770444898 -0.960443565102041 -0.939497304897959 -0.92679426 0.0741290540877551 0.00676294874306122 0.0146017238883673 -0.365273052877551 -0.451784467 -0.692061697346939 -0.0316960165657143 -0.0728619222857143 0.0768932200728571 -0.549159483489796 -0.581778464693878 -0.482714911332653 -0.109862861061224 -0.027249301037551 -0.0383080167840816 -0.645059132857143 -0.701790534081633 -0.664343613673469 -0.289253158965306 -0.289819155593878 -0.50412313422449 -0.155772408681633 -0.244979372567347 -0.388334430065306 -0.432730259295918 -0.482820357755102 -0.668319164897959 -0.353908448918367 -0.455414401387755 -0.714666221632653 -0.48686711977551 -0.589622053469388 -0.49549198877551 -0.571479302416326 -0.581365682040816 -0.527638516244898
"16" "3" "SITTING" 0.27335412 -0.0183881581419231 -0.106687204461538 -0.948270013076923 -0.909293764721154 -0.926068430769231 -0.137966858269231 0.627335674269231 0.658112259038461 -0.973480661923077 -0.971941961346154 -0.964240199038462 0.0722924706461539 0.0108870501576923 -0.00320487600288462 -0.954536197307692 -0.928299830673077 -0.964913944423077 -0.0119223099935385 -0.0847063840769231 0.0816831825961538 -0.957545245384615 -0.954934639038462 -0.952425612884615 -0.105163769903846 -0.0409775218461538 -0.0559542638076923 -0.9621402175 -0.961308260576923 -0.967080889423077 -0.952257122307692 -0.915918858173077 -0.9439367975 -0.9468154825 -0.91102808925 -0.921767895961539 -0.958024250769231 -0.933489928230769 -0.962925444230769 -0.9550623375 -0.927707183826923 -0.965452838076923 -0.952691768076923 -0.956430623076923 -0.954570508076923 -0.959265629038462 -0.954504093846154 -0.956062465961538
"17" "3" "STANDING" 0.272441602885246 -0.0173236058459016 -0.114174567819672 -0.981282996557377 -0.948463197377049 -0.955298292786885 0.604849296065574 0.151678392032787 0.105431178237705 -0.97073565442623 -0.960815566065574 -0.951510199016393 0.0790638318360656 0.00450437513442623 0.00487436589131148 -0.987769195081967 -0.980496112295082 -0.985333352295082 -0.0417237462268852 -0.076186481047541 0.0975869137639344 -0.979701557213115 -0.972883668688525 -0.97266440557377 -0.0968805722295082 -0.0379650870491803 -0.0557005537803279 -0.986572712131148 -0.987805089180328 -0.990168460327869 -0.982493600163934 -0.958123970327869 -0.967026220163934 -0.980857951639344 -0.946366788032787 -0.952054993442623 -0.987790253934426 -0.980372315901639 -0.982965675737705 -0.988880839508197 -0.982141202622951 -0.986338412131148 -0.976763825573771 -0.976601699508197 -0.97457660442623 -0.980689017704918 -0.971168835573771 -0.974599089508197
"18" "3" "LAYING" 0.270851168548387 -0.0185031166833871 -0.109290574145161 -0.352623631596774 -0.084250185005 -0.308259404032258 0.855009657096774 -0.118436839096774 -0.136867928822581 -0.981040246129032 -0.970720467419355 -0.956621584516129 0.0766046622612903 0.018428866395 0.0243059335419355 -0.388434383064516 -0.159909274232258 -0.560994869354839 -0.0170311090258065 -0.0833153154193548 0.0840131091919355 -0.512197931935484 -0.485411185967742 -0.425496859354839 -0.102672715283871 -0.0385631045903226 -0.0453508991645161 -0.466036146290323 -0.58756195483871 -0.554576390483871 -0.392020405177419 -0.130457000918871 -0.416669522096774 -0.338654346919355 -0.118594266033871 -0.305745493870968 -0.452792822096774 -0.254631274322581 -0.550074707741935 -0.377512394354839 -0.115265177658065 -0.570620587903226 -0.443251909516129 -0.519276847580645 -0.436790323870968 -0.536050663709677 -0.470306107258064 -0.475020900645161
"19" "4" "WALKING" 0.260805333916667 -0.00733665520833333 -0.100034945433333 -0.972286534 -0.885022703833333 -0.9053274015 0.6715840945 0.205996215453 0.2104310521 -0.963593372166667 -0.929706275666667 -0.925239472166667 0.07486456095 0.0121503374783333 -0.00510973502583333 -0.9740099835 -0.9555680405 -0.9746787985 -0.0355208049741667 -0.0744968870166667 0.101120601979333 -0.954124506 -0.9506428325 -0.926933062833333 -0.104111806433333 -0.0373173096916667 -0.0595508578628333 -0.96868798 -0.9797693675 -0.973051001333333 -0.9708023295 -0.9110645645 -0.935665028166667 -0.9731162965 -0.8802334785 -0.898007074 -0.974248694833333 -0.956046418666667 -0.970713903333333 -0.976147072333333 -0.9583625745 -0.977334032166667 -0.949392589666667 -0.959313067666667 -0.933997997333333 -0.956122861833333 -0.946656009 -0.931565826
"20" "4" "WALKING_UPSTAIRS" 0.271071282692308 -0.0182839748438462 -0.105809800442308 -0.531193083076923 -0.333929551146154 -0.559471647307692 0.616226751730769 0.0594139067307692 0.0388669648846154 -0.981206380576923 -0.968940073461538 -0.957249304038462 0.07038570585 0.00833005867884615 0.0124509754117308 -0.46508904375 -0.320973170198077 -0.664343627115385 -0.0320073481230769 -0.0639500241442308 0.0914953669884615 -0.683974198269231 -0.695741128461538 -0.622992443076923 -0.0938459235961538 -0.0411319933730769 -0.0483245228409615 -0.559064173076923 -0.761310985192308 -0.667668235 -0.497493285134615 -0.343202647442308 -0.578978184230769 -0.545851424615385 -0.372024815078846 -0.583943438846154 -0.485106442461538 -0.386885991865385 -0.653424124423077 -0.492235754807692 -0.295137481951923 -0.674068333269231 -0.586585448269231 -0.697569758846154 -0.584288457115385 -0.715508469230769 -0.697197889423077 -0.671559595961538
"21" "4" "WALKING_DOWNSTAIRS" 0.275659356222222 -0.01741529764 -0.10847504252 -0.936349572888889 -0.882654489111111 -0.900132929333333 -0.00344579133333334 0.662456940708889 0.352363715844444 -0.980102778 -0.975515084 -0.951013779555556 0.0792642416222222 0.00354584978222222 -0.0153600418069 -0.935595212444444 -0.901065473555556 -0.947698214222222 -0.02496330584 -0.0718636640222222 0.130896834866667 -0.941493536888889 -0.941926623333333 -0.920866226444444 -0.1011621458 -0.0387986307533333 -0.0738627283333333 -0.93610934 -0.963452511111111 -0.949466548222222 -0.935902992222222 -0.88784233 -0.913779035555556 -0.936650207777778 -0.886836053111111 -0.900229261333333 -0.936921809111111 -0.910455694666667 -0.944516031111111 -0.940231792 -0.897886000817778 -0.949548920444444 -0.926025962222222 -0.944449170666667 -0.917782116 -0.946538093111111 -0.941393526666667 -0.929306524666667
"22" "4" "SITTING" 0.27311615884 -0.0235921774714 -0.096687895716 -0.25862401506 -0.094089543074 -0.379675668 0.9070582852 -0.3391056332 -0.0969570352 -0.951654302 -0.9257750126 -0.900719084 0.05065420714 0.018934725112 -0.010284980114 -0.357445748588 -0.268967480014 -0.6081444272 0.043165916278 -0.13238434044 0.048012013398 -0.50382682698 -0.47086355664 -0.415044700658 -0.1186872118 -0.046664981968 -0.038561729048 -0.5475702642 -0.61453499998 -0.5118196098 -0.284642915614 -0.126786161544 -0.44566926286 -0.251260836402 -0.13632421271 -0.396169776 -0.36859338836 -0.2912639686158 -0.5680563162 -0.4045558541654 -0.296011716846 -0.6470615914 -0.41778235128 -0.48089209856 -0.34297647198 -0.5342596892 -0.47210029546 -0.4956571598
"23" "4" "STANDING" 0.266262705517857 -0.0225103361428571 -0.103002116276786 -0.197308440071429 0.0348702965464286 -0.196782046208929 0.904776248928571 -0.329202272678571 -0.101100528732143 -0.952276441428571 -0.940903172678571 -0.9031161775 0.0654828112571429 0.0320238993357143 9.42536573214295e-05 -0.263909586464286 -0.218602076696429 -0.650140104642857 -0.0111275548946429 -0.104249773132143 0.0739885828571429 -0.406625007405357 -0.264322757130357 -0.463702298785714 -0.113014300367857 -0.0462869053928571 -0.0458061684708929 -0.451782544196429 -0.654037912142857 -0.496452785232143 -0.2240458545 -0.0637742930875 -0.434972454464286 -0.188486582791071 0.0139230738678571 -0.153253156453571 -0.287807696908929 -0.249753606857143 -0.61983898625 -0.305836605232143 -0.238710934576786 -0.679109604107143 -0.319159046196429 -0.449179601964286 -0.372451218782143 -0.439209419482143 -0.182112939107143 -0.54777758625
"24" "4" "LAYING" 0.278343513148148 -0.012271968612963 -0.104427433141148 -0.937161896481482 -0.84126128962963 -0.880378172962963 0.932588886666667 -0.274104057190556 0.0487153487759259 -0.977914609814815 -0.941108432407407 -0.922543478148148 0.0789424148127778 0.0101163405796296 -0.011066553302037 -0.938865244259259 -0.909143758035185 -0.962985200740741 -0.0355558603074074 -0.0566846482481481 0.0807097789259259 -0.891703762592593 -0.919548517037037 -0.901645654074074 -0.0927346651851852 -0.0412298357037037 -0.0528068268092593 -0.92601778462963 -0.963949708888889 -0.945448315555556 -0.935599149814815 -0.86057706 -0.916730063888889 -0.938283512351852 -0.841513353333333 -0.872245534074074 -0.941729802037037 -0.913050216314815 -0.958056685185185 -0.941438779444444 -0.911278767685185 -0.966565066481481 -0.886195253333333 -0.93148786462963 -0.903160129814815 -0.894904705555556 -0.913731411481482 -0.910374433703704
"25" "5" "WALKING" 0.27423823875 -0.0178696717178571 -0.113764634089286 -0.661754000803571 -0.591386433416964 -0.739199473428571 -0.172022843035714 0.353055312678571 0.450371801178571 -0.966642340892857 -0.9784919625 -0.973629183035714 0.0780853234285714 0.000231901773241428 -0.00420877887485714 -0.608706497321429 -0.629158933480357 -0.766759644464286 -0.0350438960044643 -0.0802704277267857 0.100621241767857 -0.670015820642857 -0.715879480178571 -0.680582673875 -0.0855126035714286 -0.0421718857357143 -0.0584392548035714 -0.625300719035714 -0.814540271785714 -0.749957992321429 -0.647922412107143 -0.594006982812857 -0.735528589464286 -0.6688550638875 -0.615725180276786 -0.762438148035714 -0.630456461591071 -0.654221157546429 -0.752235204107143 -0.621158731280357 -0.626526932764286 -0.779773214464286 -0.588362800732143 -0.731161772321429 -0.664497616136071 -0.69656125125 -0.709932928571429 -0.715646443392857
"26" "5" "WALKING_UPSTAIRS" 0.267020465361702 -0.0212888973461915 -0.127213877378255 0.182433391180851 0.265532113765957 -0.0774380171702128 0.895180121702128 -0.269433855744681 -0.118292498229149 -0.92387257787234 -0.919696110638298 -0.887716686595745 0.104618843217021 -0.00761448790638298 -0.0243160697659574 0.140263472110638 0.100346160870213 -0.179217969085106 -0.0856780860468085 -0.0483168508234043 0.102505064148936 -0.0314980827914894 -0.0349623335957447 -0.13905459412766 -0.0394291672553191 -0.0476480247021277 -0.0797781323638298 0.0199873207404255 -0.216637356842553 -0.14512905563617 0.104766116093617 0.213425289978723 -0.053524475106383 0.210072606153191 0.209979168914894 -0.171385959785106 0.0739496487319149 0.0321808966382979 -0.112887257510638 0.106739137829787 0.101328235231915 -0.245224344780638 0.196036597587234 -0.0231110469319149 0.00265907979361702 -0.106739311914894 -0.0552863331489362 -0.272964572468085
